,n_epoch,nnl,bc_type,f1,recall
0,2000,<class 'torch.nn.modules.activation.ReLU'>,best,0.3986757624398074,0.3703703703703704
1,2000,<class 'torch.nn.modules.activation.ReLU'>,more_best,0.5586338028879373,0.5308641975308642
2,2000,<class 'torch.nn.modules.activation.ReLU'>,random,0.38278388278388276,0.345679012345679
3,2000,<class 'torch.nn.modules.activation.Tanh'>,best,0.5758851193289941,0.5555555555555556
4,2000,<class 'torch.nn.modules.activation.Tanh'>,more_best,0.5617572166297803,0.5308641975308642
5,2000,<class 'torch.nn.modules.activation.Tanh'>,random,0.5614277868209144,0.5246913580246914
6,2000,<class 'torch.nn.modules.activation.Sigmoid'>,best,0.60328413774764,0.5864197530864198
7,2000,<class 'torch.nn.modules.activation.Sigmoid'>,more_best,0.2108843537414966,0.19135802469135801
8,2000,<class 'torch.nn.modules.activation.Sigmoid'>,random,0.1839080459770115,0.19753086419753085
9,5000,<class 'torch.nn.modules.activation.ReLU'>,best,0.1839080459770115,0.19753086419753085
10,5000,<class 'torch.nn.modules.activation.ReLU'>,more_best,0.0,0.0
11,5000,<class 'torch.nn.modules.activation.ReLU'>,random,0.0,0.0
12,5000,<class 'torch.nn.modules.activation.Tanh'>,best,0.5629309363977698,0.5308641975308642
13,5000,<class 'torch.nn.modules.activation.Tanh'>,more_best,0.6130700948882768,0.6049382716049383
14,5000,<class 'torch.nn.modules.activation.Tanh'>,random,0.5666119181448767,0.54320987654321
15,5000,<class 'torch.nn.modules.activation.Sigmoid'>,best,0.5983984921176473,0.6358024691358025
16,5000,<class 'torch.nn.modules.activation.Sigmoid'>,more_best,0.4155280850140967,0.4259259259259259
17,5000,<class 'torch.nn.modules.activation.Sigmoid'>,random,0.5753475721155815,0.5864197530864197
18,7000,<class 'torch.nn.modules.activation.ReLU'>,best,0.40645586297760206,0.35802469135802467
19,7000,<class 'torch.nn.modules.activation.ReLU'>,more_best,0.20420420420420418,0.20987654320987656
20,7000,<class 'torch.nn.modules.activation.ReLU'>,random,0.17333333333333334,0.16049382716049382
21,7000,<class 'torch.nn.modules.activation.Tanh'>,best,0.593563700777814,0.5740740740740741
22,7000,<class 'torch.nn.modules.activation.Tanh'>,more_best,0.5653951999153237,0.5246913580246914
23,7000,<class 'torch.nn.modules.activation.Tanh'>,random,0.5934710220424506,0.5802469135802469
24,7000,<class 'torch.nn.modules.activation.Sigmoid'>,best,0.5610410830999065,0.5740740740740741
25,7000,<class 'torch.nn.modules.activation.Sigmoid'>,more_best,0.548634165420112,0.5740740740740741
26,7000,<class 'torch.nn.modules.activation.Sigmoid'>,random,0.5573944210690353,0.5555555555555555
